url,sha,name,#tests,#tests_run_twice,#tests_run_twice_count_put_as_one,#tests_run_once,#tests_run_once_count_put_as_one,#ni,#ni_count_put_as_one
git@github.com:steven-murray/powerbox,315e30b40b22e050304ca3a6600b8a1f28301c0b,powerbox,74,74,48,0,0,0,0
git@github.com:stfc/fparser,4be91d2e1078fa5588e84a3299131f297afba675,fparser,2360,2360,850,0,0,3,3
git@github.com:stoltzmaniac/WattTime,1f2761a752c6cc241c20e854a7a247349b57be36,WattTime,8,8,8,0,0,0,0
git@github.com:strizhechenko/netutils-linux,dfcb0900ffffa3020656338bbab123f6da00a168,netutils-linux,10,0,0,10,10,0,0
git@github.com:sttlr/proxipy,f9b08d8f3fc7dd0089b6c2fbe83d2671dc51472d,proxipy,18,18,8,0,0,0,0
git@github.com:sttlr/spacedr,543f0d4dcdac4298a6c19145cd085322103c30d6,spacedr,24,24,12,0,0,7,3
git@github.com:sulab/WikidataIntegrator,2ce3477b47447e335dd5e7413396fecf306c7146,WikidataIntegrator,9,0,0,9,9,0,0
git@github.com:summa-tx/riemann,0fda32e783487572c869aaabc6af7adba01cbd00,riemann,228,0,0,228,228,0,0
git@github.com:sunscrapers/djoser,786edc2bb129d7343e54d59b15b682689f534e46,djoser,130,0,0,130,130,0,0
git@github.com:supercoderz/pyflightdata,ae59893f58f8bd1630c1c8f1ab9d388bbd72ee71,pyflightdata,57,57,57,0,0,0,0
git@github.com:surycat/tukio,116b35dbceae899d7996b1788449a6e31e3f4512,tukio,30,0,0,30,30,0,0
git@github.com:sushobhit27/multiindex,b631e60bd47558eca9067a0dc87f0e713cddc6f2,multiindex,8,8,8,0,0,5,5
git@github.com:swimos/swim-system-python,ff0cbdf07bede5dfe40ef81e0df4e99068615ca4,swim-system-python,801,0,0,801,801,0,0
git@github.com:swstephe/py2jdbc,515d06a48e54ca9f690f94fd795e49ba7758fcd4,py2jdbc,472,0,0,472,236,0,0
git@github.com:sylhare/charpy,82d82f8f3546f2104840a5026ad6c8d5157a91bd,charpy,108,0,0,108,108,0,0
git@github.com:synthego-open/ice,310495fe536b7d2eafcee80f145c55f7c65d947c,synthego-ice,7,0,0,7,7,0,0
git@github.com:syrusakbary/promise,4627315476f6b9fc82818327ae09b04f89f9bda7,promise,127,127,125,0,0,0,0
git@github.com:t-sakai-kure/pywsl,79a5bf104a53cb6d3498918e435bd88ac5331543,pywsl,19,0,0,19,19,0,0
git@github.com:tablethotels/python-tokenex,a6c1022125e8a23bfdbebccff8a762fb664a1a6c,python-tokenex,1,0,0,1,1,0,0
git@github.com:tailhook/cantal-py,108c81fd3d4667e124044c44a972cd73668d88ec,cantal,14,0,0,14,14,0,0
git@github.com:taxpon/pytidy,0a0a54b80b53dadd8ecc8ff2db42444741b75865,pytidy,6,6,6,0,0,0,0
git@github.com:tducret/amazon-scraper-python,ba10859c0c385c3d4b76429132eb307f4172df0e,amazonscraper,14,8,8,6,6,0,0
git@github.com:tducret/trainline-python,9c9991346f0d2578f8676c353df140bb0b60bd91,trainline-python,21,18,18,3,3,0,0
git@github.com:teamhide/pythondi,913e6a60fc5d02c3db385ad322f970ecec36969b,pythondi,15,15,15,0,0,1,1
git@github.com:the16thpythonist/rewardify-base.git,4740ec78b22fb6b9d1a62697c8592e5830a38ac6,rewardify-base.git,88,0,0,88,88,0,0
git@github.com:thegetty/crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,crom,84,0,0,84,84,0,0
git@github.com:thesimj/envyaml,79a220cabb69d71397310d941de205610cf5e4cb,envyaml,21,21,21,0,0,1,1
git@github.com:thiagopbueno/tf-plan,d8b6ea92604367553d566c8706a9ab0571f92a2e,tf-plan,7,0,0,7,7,0,0
git@github.com:thimic/nodal,261eeefd50298765c5722c5f7da72e6f2927bd3e,nodal,41,0,0,41,41,0,0
git@github.com:thoth-station/solver,799266429f1adaead649964ea9cbc74ea2d1eddb,solver,3,0,0,3,3,0,0
git@github.com:thoth-station/storages,599f6fb69c6ce9fba1ea7581337d1c4b274a091d,storages,2,0,0,2,2,0,0
git@github.com:thrau/pymq,101857bca2b705c328d3bda3b26797b51e8ffb70,pymq,1,0,0,1,1,0,0
git@github.com:thundra-io/thundra-lambda-agent-python,fcd1c2b0b309721d89bd35511bd6645ebd62a5bc,thundra-lambda-agent-python,195,195,195,0,0,5,5
git@github.com:tianocore/edk2-pytool-library,ab6bac82f297b4e8fe0a0d4dcde4711b3cb1bc88,edk2-pytool-library,242,0,0,242,242,0,0
git@github.com:tim-fi/pyecs,5cc3645e3ee0bc0af02aea438092f00910976ec6,pyecs,8,8,8,0,0,2,2
git@github.com:tim-fiola/network_traffic_modeler_py3,b6ff85e94fc3ddcfafa8005650d6e579604fe739,network_traffic_modeler_py3,288,0,0,288,288,0,0
git@github.com:timb07/irritable,6d250dd716890b7b78b2b42e2f04be3058b09856,irritable,3,3,3,0,0,0,0
git@github.com:timkostka/ucal,df0ccbc5f8af54fc69df56191bd810481a17b0e3,ucal,43,0,0,43,43,0,0
git@github.com:tjdevries/easy_python_requirements,2bf905f34065637cbc781d17d8e5806892fb66d5,easy_python_requirements,43,43,43,0,0,0,0
git@github.com:tmaslen/featureflagclient-python,05cd5705d3d51488da9ce5a4d1ade65d8fd49e82,featureflagclient-python,6,6,6,0,0,0,0
git@github.com:tmurph/todo-sync,32915e9a1509aa2c4083613e256cb0d502c441aa,todo-sync,223,223,63,0,0,15,4
git@github.com:tomerten/findatabroker,204c433d51e2d2de5c132a4607cd504809fd4a71,findatabroker,14,14,14,0,0,0,0
git@github.com:tompin/multicrypto,d7ca70f26d022abac62eb4f0dfa6ceca4fcb1873,multicrypto,1,0,0,1,1,0,0
git@github.com:tomwei7/discovery-client,b10094532ae22eaebd9d093f9550fa75886a3a88,discovery-client,2,0,0,2,2,0,0
git@github.com:tonyallan/weather-au,359895b4add8d79a7820b1f568a7d68ebbaada85,weather-au,4,0,0,4,4,0,0
git@github.com:tonyyzy/GC_analysis,a8c7be317d24703272d8fa3fb76a97b4d8d7b38f,GC-analysis,12,12,12,0,0,0,0
git@github.com:torchgan/torchgan,fc8b01a1b34d0f19c4860ff6dac2568d357fe069,torchgan,28,0,0,28,28,0,0
git@github.com:toumorokoshi/vcver-python,c5d8a6f1f0e49bb25f5dbb07312e42cb4da096d6,vcver-python,34,34,12,0,0,0,0
git@github.com:transceptor-technology/trender,ef2b7374ea2ecc83dceb139b358ec4ad8ce7033b,trender,13,0,0,13,13,0,0
git@github.com:trek10inc/awsume,e1fb812d14fd4f4508ceaf9c51dcdb8d091284c2,awsume,133,133,133,0,0,0,0
git@github.com:tubone24/ebook_homebrew,7df72331e9636ad2821543144c8aef02d40b7e23,ebook_homebrew,5,0,0,5,5,0,0
git@github.com:tukiains/cloudnetpy,26f2607b890630146469cfa410fce99438ceee3f,cloudnetpy,439,439,271,0,0,1,1
git@github.com:tulibraries/tulflow,22d8043a09467b7d62e777ed847511e983afff87,tulflow,4,0,0,4,4,0,0
git@github.com:tvdboom/ATOM,8d536a54f92d446f849c964401284bce51c99d5a,ATOM,11,0,0,11,11,0,0
git@github.com:typeddjango/djangorestframework-stubs,dd7f7109870624c6cce5de9b55c985d543e715d3,djangorestframework-stubs,14,0,0,14,14,0,0
git@github.com:ultrabug/uhashring,e45d6a7a2556e73c5a2c07f2f07ac76f8c22aca3,uhashring,20,20,20,0,0,0,0
git@github.com:unfoldingWord-dev/python-resource-container,64d87f900af969f47b20b798cf00c2861435b0d8,python-resource-container,15,0,0,15,15,0,0
git@github.com:upday7/web_dict,c7be8a69028b1fa8be61417b25e322083e2dd2a7,web_dict,8,0,0,8,8,0,0
git@github.com:vanyakosmos/deezload,8a25f4657d648a3c70b6287a9828cec724c8fa0e,deezload,14,0,0,14,14,0,0
git@github.com:verdan/pyatlasclient,6c3ef3926eef059f00730b6bcc1a1787f6bbcd9c,pyatlasclient,62,62,62,0,0,0,0
git@github.com:vilkasgroup/Verifone,5509c08767a9b482cfe5a9572854cf4c73ad6c02,Verifone,31,0,0,31,31,0,0
git@github.com:viralogic/py-enumerable,c55763debfa6a8bb786a85fa68ee2cc726cecf75,py-linq,85,0,0,85,85,0,0
git@github.com:virantha/bleak,0226cdef0af2d6bcdf5a84d87c437ed75aaa7726,bleak,1,1,1,0,0,0,0
git@github.com:virocon-organization/viroconcom,f4cca9b5e8bc4c2119c7e0a4f94da5bdbe2920c7,viroconcom,1,0,0,1,1,0,0
git@github.com:vishalsubbiah/darkchess,c626de547c3e58a77f25fddb86de9b07bc47ae86,darkchess,9,9,9,0,0,0,0
git@github.com:vit0r/pyndv,a3db2ea48fb92d5cc1e77dd677b0150c773d2384,pyndv,7,7,7,0,0,0,0
git@github.com:vitalk/flask-apify,f486d2616575be0e460ccf354d22badb7d68b387,flask-apify,98,98,52,0,0,0,0
git@github.com:vkbo/novelWriter,559f2e53e410f9793ab08c2ef7ed308f75c92985,novelWriter,41,41,41,0,0,3,3
git@github.com:voxpupuli/puppetboard,974c51ad6c08d99662ba013789565f63cd431b03,puppetboard,81,81,81,0,0,0,0
git@github.com:voytekresearch/fooof,7a520c4f8ac3a44f4f18dc025b5e5d40049c9f2b,fooof,191,191,191,0,0,0,0
git@github.com:vrodgom/statmorph,e3cdadbac741e10098d08c6b4a24b978f847c98d,statmorph,1,1,1,0,0,0,0
git@github.com:vsoch/watchme,645d09b1a20ac2e078879810657e9eef7cd4d785,watchme,12,0,0,12,12,0,0
git@github.com:vstinner/perf,50352cd782ea2655e030261f618a3b47b1b8c84e,perf,162,0,0,162,162,0,0
git@github.com:vstinner/pyperf,3ba316a92dc2d95ad36259f626336d4022e6c65a,pyperf,162,0,0,162,162,0,0
git@github.com:vturrisi/torchfuel,7bcb1c645d79ad8a8d2df5f76c7f8ac00e2c6d39,torchfuel,14,14,14,0,0,0,0
git@github.com:waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver,1791,1791,86,0,0,0,0
git@github.com:waqasbhatti/lcc-server,b8256bf28aee42e628abe27f0203d6f5361fb84b,lcc-server,2230,2230,60,0,0,0,0
git@github.com:washad/PyRedisEasyIO,30d566760aa622ae6e8fcc1fa4abdc79b6bda614,PyRedisEasyIO,29,0,0,29,29,0,0
git@github.com:wbrefvem/python-jolokia,544f4b1fb18f2e476da95edd9dc02ef75858b6cb,python-jolokia,36,0,0,36,36,0,0
git@github.com:webdjoe/pyvesync_v2,a5677b0599912fbc6dcc6604b0342e1edec92de1,pyvesync_v2,99,93,79,6,6,0,0
git@github.com:weka-io/easypy,9501c3ee03dcb1630e58cbb73b1647056907bcea,easypy,212,212,171,0,0,0,0
git@github.com:wetneb/nifconverter,21998c88ead99cd37993d40b9f8e4858cc6d4c7e,nifconverter,22,4,4,18,18,0,0
git@github.com:wglodek/dns-over-https,af56580149c8570ea3ba6ea3a5b5b12cf3dadfd2,dns-over-https,12,12,12,0,0,0,0
git@github.com:whale2/async-kinesis-client,e7df499141854b8b7638a7ab0adce14a4d28201e,async-kinesis-client,10,0,0,10,10,0,0
git@github.com:whisller/pyeventdispatcher,5382e5e8578dea89a76481e15d410d516999055a,pyeventdispatcher,11,11,8,0,0,0,0
git@github.com:whoopnip/py-finstmt,820407a87f03377072b545923febd1086def1bec,py-finstmt,15,15,15,0,0,0,0
git@github.com:wilfredinni/coo,da9e75d46ed65599cd2223b029ac30c08496a80b,coo,89,89,24,0,0,1,1
git@github.com:wilfredinni/marlin,85f4ae0080ee9a25c1b8d2e481725ac9c42ca99f,marlin-bookmark,5,5,5,0,0,1,1
git@github.com:willforde/urlquick,db765372b73800cfa056047a3f3331820abd4ae8,urlquick,185,0,0,185,185,0,0
git@github.com:willjbrown88/geomag_wdc_web_app_interface,07a27cadc6db239e39b871a6f55f57a917ed02e4,geomag_wdc_web_app_interface,31,31,31,0,0,0,0
git@github.com:willsheffler/homog,5b49902ff3dea972f2c466abe7937546b50ee9f1,homog,36,36,36,0,0,1,1
git@github.com:willvousden/ptemcee,a411be2e29e39585212c92acea1893f955aa9be8,ptemcee,10,10,10,0,0,0,0
git@github.com:wkeeling/selenium-wire,f80339bc2da0485fbba4165375c009b90efdb3c2,selenium-wire,1,0,0,1,1,0,0
git@github.com:wmshort/cylleneus,93de520e082300b90f9f92a4ce405f3a2123748d,cylleneus,2,0,0,2,2,0,0
git@github.com:wmshort/latinwordnet,39c1af3bdf44521288fe41c5b1f551db37b6d38a,latinwordnet,6,0,0,6,6,0,0
git@github.com:wol4aravio/Intervallum,e314ee624f09b09913475b02470103095fc076ff,Intervallum,39,39,39,0,0,0,0
git@github.com:workenvoy/firestore,4933f1a9f307539a8cef4ea80869c8821a92bc8d,firestore,77,1,1,76,76,0,0
git@github.com:wroberts/wkr.py,dbb3c1742c10bfaf697fa276d2cc8885e144ab43,wkr.py,192,192,38,0,0,0,0
git@github.com:wryfi/cfitall,690a84fe9fd820b8b77bc2bb1fe621231a2ed3f7,cfitall,17,0,0,17,17,0,0
git@github.com:wsilva32/poly_decomp.py,cb1a47f218e076772b9df137c1928023882df5e5,poly_decomp,23,23,23,0,0,0,0
git@github.com:wsmorgan/phonon-enumeration,5d7a8d8e3403cc387bdd58cf98a23e4751ea34dd,phonon-enumeration,632,3,3,629,629,0,0
git@github.com:wufeifei/dict,89e730dbc035da6b5ceb598833d2eafc5343864d,dict,4,4,4,0,0,0,0
git@github.com:ww-tech/primrose,bd9bb8d5d5aaf31d473d01645a862ac9d5fc6f8e,primrose,211,204,204,7,7,0,0
git@github.com:xaaaaav/nhlscrapy,1597be016b740332c2c42f48b802c75fff54812c,nhlscrapy,2,2,2,0,0,0,0
git@github.com:xbmc/addon-check,35cde58ed8b22b8df27efe232d9b2b2c25b079d5,addon-check,29,14,14,15,15,0,0
git@github.com:xenadevel/PyXenaValkyrie,92b45f1f37a5589cbdb9224a287fa0426d2c8d47,PyXenaValkyrie,20,20,20,0,0,0,0
git@github.com:yasufumy/lineflow,677ed8ba2374f084d58864c2027a7d0245e8f198,lineflow,175,0,0,175,175,0,0
git@github.com:ychnlgy/Cmaker,dc70f0edba931f3b8823e5b2946b68348c768d85,Cmaker,19,19,19,0,0,0,0
git@github.com:ylaizet/alphanum_code,fb5cd313dc41f046aac01ff01d6e1561d17894a6,alphanum-code,2,2,2,0,0,1,1
git@github.com:yoyowallet/django-idempotency-key,427e15fd8d42191131019209ec5e22197b2e7aac,django-idempotency-key,124,124,124,0,0,0,0
git@github.com:ysim/songtext,1806c18ea9b77dc3f065e19aa0fb88ee533d835c,songtext,7,7,7,0,0,0,0
git@github.com:yukinotenshi/pydeploy,e3ddf907b293c9da28503b3d72414a303c5dfbed,pydeploy,4,0,0,4,4,0,0
git@github.com:yukinotenshi/pyupload,32fb1ea1eb38c14e1fa2b23e7a923448625c1946,pyupload,4,0,0,4,4,0,0
git@github.com:zalandoresearch/flair,c37aa7874c9e99692a9ee7a22a8f8fa060a03819,flair,4,0,0,4,4,0,0
git@github.com:zdhoward/aud,2dfc81dad3da78537e1b1c6f5cc5630ba5b837f9,aud,10,10,10,0,0,2,2
git@github.com:zembrodt/pymdb,bca5a414fdcdbbc1f86ed5b284945665c1edf43f,pymdb,215,0,0,215,215,0,0
git@github.com:zengin-code/zengin-py,132d222bd4a7127e398e81fe7cbdf6e369a8e6cb,zengin_code,2,2,2,0,0,0,0
git@github.com:zerotosingularity/pdl,fd39c391101b3fe315631565a0f4eb7c99890789,pdl,9,9,9,0,0,1,1
git@github.com:ziliwang/GoogleFreeTrans,b1f067107b95005778ea8c019a7a903e77e25859,GoogleFreeTrans,4,4,4,0,0,0,0
git@github.com:zzzzlzzzz/jackfruit,350a41aa28e2bdc9367f9dd5e686b21125828589,jackfruit,55,55,37,0,0,0,0
